timestamp,xc_id,species,references,download_url,error
2026-01-11T11:09:36.298405+00:00,XC464441,motacilla flava,https://data.biodiversitydata.nl/xeno-canto/observation/XC464441,https://xeno-canto.org/464441/download,Audio too short: 0.89s
2026-01-11T11:13:30.322868+00:00,XC742141,muscicapa striata,https://data.biodiversitydata.nl/xeno-canto/observation/XC742141,https://xeno-canto.org/742141/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T11:20:46.583334+00:00,XC576211,muscicapa striata,https://data.biodiversitydata.nl/xeno-canto/observation/XC576211,https://xeno-canto.org/576211/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T11:21:57.016345+00:00,XC583749,muscicapa striata,https://data.biodiversitydata.nl/xeno-canto/observation/XC583749,https://xeno-canto.org/583749/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T11:23:01.550543+00:00,XC673297,muscicapa striata,https://data.biodiversitydata.nl/xeno-canto/observation/XC673297,https://xeno-canto.org/673297/download,Audio too short: 0.66s
2026-01-11T11:27:06.175915+00:00,XC670618,muscicapa striata,https://data.biodiversitydata.nl/xeno-canto/observation/XC670618,https://xeno-canto.org/670618/download,Audio too short: 0.99s
2026-01-11T11:34:27.695864+00:00,XC972005,muscicapa striata,https://data.biodiversitydata.nl/xeno-canto/observation/XC972005,https://xeno-canto.org/972005/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T11:38:09.945317+00:00,XC743791,numenius arquata,https://data.biodiversitydata.nl/xeno-canto/observation/XC743791,https://xeno-canto.org/743791/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T11:51:47.831582+00:00,XC713092,numenius arquata,https://data.biodiversitydata.nl/xeno-canto/observation/XC713092,https://xeno-canto.org/713092/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/713092/download
2026-01-11T11:53:20.600181+00:00,XC590388,numenius arquata,https://data.biodiversitydata.nl/xeno-canto/observation/XC590388,https://xeno-canto.org/590388/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T11:53:44.142725+00:00,XC843333,numenius arquata,https://data.biodiversitydata.nl/xeno-canto/observation/XC843333,https://xeno-canto.org/843333/download,Audio too short: 0.76s
2026-01-11T12:19:11.619968+00:00,XC548725,nycticorax nycticorax,https://data.biodiversitydata.nl/xeno-canto/observation/XC548725,https://xeno-canto.org/548725/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T12:19:47.598154+00:00,XC977648,nycticorax nycticorax,https://data.biodiversitydata.nl/xeno-canto/observation/XC977648,https://xeno-canto.org/977648/download,Audio too short: 0.93s
2026-01-11T12:27:05.721099+00:00,XC902743,nycticorax nycticorax,https://data.biodiversitydata.nl/xeno-canto/observation/XC902743,https://xeno-canto.org/902743/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T12:29:34.896290+00:00,XC540172,nycticorax nycticorax,https://data.biodiversitydata.nl/xeno-canto/observation/XC540172,https://xeno-canto.org/540172/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T12:56:59.291732+00:00,XC562050,oriolus oriolus,https://data.biodiversitydata.nl/xeno-canto/observation/XC562050,https://xeno-canto.org/562050/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T13:08:09.961409+00:00,XC806787,parus major,https://data.biodiversitydata.nl/xeno-canto/observation/XC806787,https://xeno-canto.org/806787/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/806787/download
2026-01-11T13:47:49.912996+00:00,XC964945,passer montanus,https://data.biodiversitydata.nl/xeno-canto/observation/XC964945,https://xeno-canto.org/964945/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/964945/download
2026-01-11T13:59:41.850283+00:00,XC741698,passer montanus,https://data.biodiversitydata.nl/xeno-canto/observation/XC741698,https://xeno-canto.org/741698/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T14:03:41.581542+00:00,XC674438,periparus ater,https://data.biodiversitydata.nl/xeno-canto/observation/XC674438,https://xeno-canto.org/674438/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T14:13:26.929448+00:00,XC879391,periparus ater,https://data.biodiversitydata.nl/xeno-canto/observation/XC879391,https://xeno-canto.org/879391/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T14:32:58.737129+00:00,XC759189,phoenicurus ochruros,https://data.biodiversitydata.nl/xeno-canto/observation/XC759189,https://xeno-canto.org/759189/download,Audio too short: 0.67s
2026-01-11T14:40:32.580943+00:00,XC603906,phoenicurus ochruros,https://data.biodiversitydata.nl/xeno-canto/observation/XC603906,https://xeno-canto.org/603906/download,Audio too short: 0.97s
2026-01-11T14:46:26.668824+00:00,XC526900,phoenicurus ochruros,https://data.biodiversitydata.nl/xeno-canto/observation/XC526900,https://xeno-canto.org/526900/download,Audio too short: 0.71s
2026-01-11T14:52:13.377286+00:00,XC526914,phoenicurus ochruros,https://data.biodiversitydata.nl/xeno-canto/observation/XC526914,https://xeno-canto.org/526914/download,Audio too short: 0.89s
2026-01-11T14:52:54.251780+00:00,XC208914,phoenicurus phoenicurus,https://data.biodiversitydata.nl/xeno-canto/observation/XC208914,https://xeno-canto.org/208914/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/208914/download
2026-01-11T15:08:39.335563+00:00,XC736912,phoenicurus phoenicurus,https://data.biodiversitydata.nl/xeno-canto/observation/XC736912,https://xeno-canto.org/736912/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/736912/download
2026-01-11T15:16:43.342778+00:00,XC633613,phoenicurus phoenicurus,https://data.biodiversitydata.nl/xeno-canto/observation/XC633613,https://xeno-canto.org/633613/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T15:29:04.243689+00:00,XC785005,phylloscopus collybita,https://data.biodiversitydata.nl/xeno-canto/observation/XC785005,https://xeno-canto.org/785005/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/785005/download
2026-01-11T16:14:32.079542+00:00,XC588627,phylloscopus trochilus,https://data.biodiversitydata.nl/xeno-canto/observation/XC588627,https://xeno-canto.org/588627/download,Audio too short: 0.78s
2026-01-11T16:37:49.729710+00:00,XC782540,picus viridis,https://data.biodiversitydata.nl/xeno-canto/observation/XC782540,https://xeno-canto.org/782540/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T16:56:40.139867+00:00,XC627869,pluvialis apricaria,https://data.biodiversitydata.nl/xeno-canto/observation/XC627869,https://xeno-canto.org/627869/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T17:05:24.356892+00:00,XC689292,pluvialis apricaria,https://data.biodiversitydata.nl/xeno-canto/observation/XC689292,https://xeno-canto.org/689292/download,Audio too short: 0.80s
2026-01-11T17:13:17.178639+00:00,XC952580,poecile palustris,https://data.biodiversitydata.nl/xeno-canto/observation/XC952580,https://xeno-canto.org/952580/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T17:15:03.398449+00:00,XC535832,poecile palustris,https://data.biodiversitydata.nl/xeno-canto/observation/XC535832,https://xeno-canto.org/535832/download,Audio too short: 0.78s
2026-01-11T17:19:16.590636+00:00,XC348455,poecile palustris,https://data.biodiversitydata.nl/xeno-canto/observation/XC348455,https://xeno-canto.org/348455/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T17:54:14.009499+00:00,XC584427,prunella modularis,https://data.biodiversitydata.nl/xeno-canto/observation/XC584427,https://xeno-canto.org/584427/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T18:10:22.646986+00:00,XC942360,prunella modularis,https://data.biodiversitydata.nl/xeno-canto/observation/XC942360,https://xeno-canto.org/942360/download,"Size should be 1, 2, 3 or 4"
2026-01-11T18:23:06.486466+00:00,XC128827,pyrrhula pyrrhula,https://data.biodiversitydata.nl/xeno-canto/observation/XC128827,https://xeno-canto.org/128827/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T18:27:03.573044+00:00,XC383095,pyrrhula pyrrhula,https://data.biodiversitydata.nl/xeno-canto/observation/XC383095,https://xeno-canto.org/383095/download,Audio too short: 0.97s
2026-01-11T19:17:31.437681+00:00,XC942580,regulus regulus,https://data.biodiversitydata.nl/xeno-canto/observation/XC942580,https://xeno-canto.org/942580/download,"Size should be 1, 2, 3 or 4"
2026-01-11T19:24:23.108552+00:00,XC798910,serinus serinus,https://data.biodiversitydata.nl/xeno-canto/observation/XC798910,https://xeno-canto.org/798910/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T19:24:42.904144+00:00,XC595294,serinus serinus,https://data.biodiversitydata.nl/xeno-canto/observation/XC595294,https://xeno-canto.org/595294/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T19:27:23.208964+00:00,XC129482,serinus serinus,https://data.biodiversitydata.nl/xeno-canto/observation/XC129482,https://xeno-canto.org/129482/download,Audio too short: 0.98s
2026-01-11T19:33:56.286540+00:00,XC684924,serinus serinus,https://data.biodiversitydata.nl/xeno-canto/observation/XC684924,https://xeno-canto.org/684924/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T19:40:27.922908+00:00,XC516982,sitta europaea,https://data.biodiversitydata.nl/xeno-canto/observation/XC516982,https://xeno-canto.org/516982/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T19:56:28.388342+00:00,XC65165,spinus spinus,https://data.biodiversitydata.nl/xeno-canto/observation/XC65165,https://xeno-canto.org/65165/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T20:03:24.102903+00:00,XC938604,spinus spinus,https://data.biodiversitydata.nl/xeno-canto/observation/XC938604,https://xeno-canto.org/938604/download,Audio too short: 0.84s
2026-01-11T20:04:29.260263+00:00,XC942343,spinus spinus,https://data.biodiversitydata.nl/xeno-canto/observation/XC942343,https://xeno-canto.org/942343/download,"Size should be 1, 2, 3 or 4"
2026-01-11T20:49:49.437299+00:00,XC736902,sturnus vulgaris,https://data.biodiversitydata.nl/xeno-canto/observation/XC736902,https://xeno-canto.org/736902/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/736902/download
2026-01-11T20:52:41.003636+00:00,XC559062,sturnus vulgaris,https://data.biodiversitydata.nl/xeno-canto/observation/XC559062,https://xeno-canto.org/559062/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T21:53:41.305371+00:00,XC672708,tringa nebularia,https://data.biodiversitydata.nl/xeno-canto/observation/XC672708,https://xeno-canto.org/672708/download,Audio too short: 0.99s
2026-01-11T21:58:18.999078+00:00,XC499957,tringa nebularia,https://data.biodiversitydata.nl/xeno-canto/observation/XC499957,https://xeno-canto.org/499957/download,Audio too short: 0.84s
2026-01-11T21:59:49.240092+00:00,XC741362,tringa nebularia,https://data.biodiversitydata.nl/xeno-canto/observation/XC741362,https://xeno-canto.org/741362/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T22:00:50.822492+00:00,XC365602,tringa nebularia,https://data.biodiversitydata.nl/xeno-canto/observation/XC365602,https://xeno-canto.org/365602/download,Audio too short: 0.89s
2026-01-11T22:03:28.267723+00:00,XC883877,tringa nebularia,https://data.biodiversitydata.nl/xeno-canto/observation/XC883877,https://xeno-canto.org/883877/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/883877/download
2026-01-11T22:03:45.374393+00:00,XC835907,tringa nebularia,https://data.biodiversitydata.nl/xeno-canto/observation/XC835907,https://xeno-canto.org/835907/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/835907/download
2026-01-11T22:04:06.335492+00:00,XC737749,tringa nebularia,https://data.biodiversitydata.nl/xeno-canto/observation/XC737749,https://xeno-canto.org/737749/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/737749/download
2026-01-11T22:10:10.239892+00:00,XC387278,tringa ochropus,https://data.biodiversitydata.nl/xeno-canto/observation/XC387278,https://xeno-canto.org/387278/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T22:11:43.704825+00:00,XC575823,tringa ochropus,https://data.biodiversitydata.nl/xeno-canto/observation/XC575823,https://xeno-canto.org/575823/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T22:16:24.930782+00:00,XC349716,tringa ochropus,https://data.biodiversitydata.nl/xeno-canto/observation/XC349716,https://xeno-canto.org/349716/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T22:20:43.702890+00:00,XC481072,tringa totanus,https://data.biodiversitydata.nl/xeno-canto/observation/XC481072,https://xeno-canto.org/481072/download,Audio too short: 0.98s
2026-01-11T22:20:53.265025+00:00,XC362561,tringa totanus,https://data.biodiversitydata.nl/xeno-canto/observation/XC362561,https://xeno-canto.org/362561/download,Audio too short: 0.89s
2026-01-11T22:24:51.949728+00:00,XC1027340,tringa totanus,https://data.biodiversitydata.nl/xeno-canto/observation/XC1027340,https://xeno-canto.org/1027340/download,Audio too short: 0.75s
2026-01-11T22:39:46.177185+00:00,XC494565,troglodytes aedon,https://data.biodiversitydata.nl/xeno-canto/observation/XC494565,https://xeno-canto.org/494565/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T22:43:12.551730+00:00,XC974462,troglodytes aedon,https://data.biodiversitydata.nl/xeno-canto/observation/XC974462,https://xeno-canto.org/974462/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/974462/download
2026-01-11T23:04:53.740208+00:00,XC522987,troglodytes troglodytes,https://data.biodiversitydata.nl/xeno-canto/observation/XC522987,https://xeno-canto.org/522987/download,Audio too short: 0.85s
2026-01-11T23:16:28.354345+00:00,XC879316,turdus iliacus,https://data.biodiversitydata.nl/xeno-canto/observation/XC879316,https://xeno-canto.org/879316/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-11T23:26:16.116849+00:00,XC542695,turdus iliacus,https://data.biodiversitydata.nl/xeno-canto/observation/XC542695,https://xeno-canto.org/542695/download,Audio too short: 0.94s
2026-01-11T23:39:30.503965+00:00,XC858710,turdus merula,https://data.biodiversitydata.nl/xeno-canto/observation/XC858710,https://xeno-canto.org/858710/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/858710/download
2026-01-11T23:46:34.095576+00:00,XC303740,turdus merula,https://data.biodiversitydata.nl/xeno-canto/observation/XC303740,https://xeno-canto.org/303740/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/303740/download
2026-01-11T23:49:46.191588+00:00,XC833123,turdus merula,https://data.biodiversitydata.nl/xeno-canto/observation/XC833123,https://xeno-canto.org/833123/download,Audio too short: 0.84s
2026-01-11T23:50:03.339697+00:00,XC307901,turdus merula,https://data.biodiversitydata.nl/xeno-canto/observation/XC307901,https://xeno-canto.org/307901/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/307901/download
2026-01-12T00:00:51.491137+00:00,XC833294,turdus philomelos,https://data.biodiversitydata.nl/xeno-canto/observation/XC833294,https://xeno-canto.org/833294/download,Audio too short: 0.39s
2026-01-12T00:04:58.651941+00:00,XC555731,turdus philomelos,https://data.biodiversitydata.nl/xeno-canto/observation/XC555731,https://xeno-canto.org/555731/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-12T00:13:51.792501+00:00,XC635216,turdus philomelos,https://data.biodiversitydata.nl/xeno-canto/observation/XC635216,https://xeno-canto.org/635216/download,Audio too short: 0.40s
2026-01-12T00:15:32.201192+00:00,XC539243,turdus philomelos,https://data.biodiversitydata.nl/xeno-canto/observation/XC539243,https://xeno-canto.org/539243/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-12T00:18:41.472644+00:00,XC540174,turdus philomelos,https://data.biodiversitydata.nl/xeno-canto/observation/XC540174,https://xeno-canto.org/540174/download,Download failed after retries: Downloaded file too small (likely error page).
2026-01-12T00:24:12.203366+00:00,XC823007,turdus pilaris,https://data.biodiversitydata.nl/xeno-canto/observation/XC823007,https://xeno-canto.org/823007/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/823007/download
2026-01-12T00:26:20.823127+00:00,XC614402,turdus pilaris,https://data.biodiversitydata.nl/xeno-canto/observation/XC614402,https://xeno-canto.org/614402/download,Audio too short: 0.92s
2026-01-12T00:27:58.743344+00:00,XC685122,turdus pilaris,https://data.biodiversitydata.nl/xeno-canto/observation/XC685122,https://xeno-canto.org/685122/download,Audio too short: 0.81s
2026-01-12T00:33:12.835217+00:00,XC208546,turdus pilaris,https://data.biodiversitydata.nl/xeno-canto/observation/XC208546,https://xeno-canto.org/208546/download,Download failed after retries: 404 Client Error: Not Found for url: https://xeno-canto.org/208546/download
2026-01-12T00:46:16.171881+00:00,XC943976,turdus viscivorus,https://data.biodiversitydata.nl/xeno-canto/observation/XC943976,https://xeno-canto.org/943976/download,Audio too short: 0.69s
